Time (UTC) , i value , j value , latitude , longitude ," u (west to east wind, m/s) "," v (south to north wind, m/s) ", temperature (C) , relative humidity (%) , vertical velocity (cm/s) , pressure (mb) , water vapor  (g/kg) , turbulent kinetic energy (m^2/s^2) , precipitation rate (mm/hr), sensible heat flux (W/m^2) , Latent heat flux (W/m^2) , tracer concentration
17.4,68,46,33.259,-81.624,3.67202,1.40328,14.9574,36.09003,-0.19887,991.54492,3.91979,0.90049,0,345.22223,0.58953,3.566e-11
17.5,68,46,33.259,-81.624,3.69338,1.639,15.07424,35.79005,-1.38769,991.56091,3.917,0.9219,0,347.26645,0.79391,5.59e-11
17.6,68,46,33.259,-81.624,3.70359,1.8597,15.19566,35.46366,-1.67935,991.57837,3.91217,0.9397,0,350.9267,0.97374,9.692e-11
17.7,68,46,33.259,-81.624,3.74869,2.05253,15.31293,35.15246,-1.49235,991.59888,3.9076,0.95778,0,354.67838,1.04359,1.268e-10
17.8,68,46,33.259,-81.624,3.75704,2.2272,15.41855,34.84159,-1.95804,991.61884,3.89979,0.98178,0,361.83054,1.38621,1.684e-10
17.9,68,46,33.259,-81.624,3.86859,2.28366,15.53336,34.52587,-1.6776,991.64331,3.89344,1.01135,0,362.41794,1.09771,1.237e-10
18.0,68,46,33.259,-81.624,3.96093,2.33682,15.62762,34.20265,-2.47478,991.66864,3.88067,1.03578,0,366.80667,1.88016,1.63e-10
17.2,69,46,33.259,-81.623,3.63824,0.93431,14.70762,36.71997,0.27366,991.51697,3.92352,0.90062,0,332.69052,0.50866,3.217e-12
17.3,69,46,33.259,-81.623,3.63391,1.13555,14.84894,36.34579,0.37962,991.52765,3.91967,0.90514,0,334.78049,0.79387,1.796e-11
17.4,69,46,33.259,-81.623,3.67437,1.3993,14.96355,36.06162,-0.24106,991.54218,3.91829,0.91313,0,344.99121,0.60719,5.309e-11
17.5,69,46,33.259,-81.623,3.69816,1.63713,15.07874,35.76626,-1.50644,991.55872,3.91556,0.93453,0,347.32629,0.79509,4.839e-11
17.6,69,46,33.259,-81.623,3.70109,1.8572,15.20076,35.43838,-1.77307,991.57593,3.9107,0.95239,0,351.33191,0.99283,1.101e-10
17.7,69,46,33.259,-81.623,3.74212,2.05062,15.31796,35.12764,-1.57302,991.59698,3.90614,0.97113,0,354.91025,1.04733,9.746e-11
17.8,69,46,33.259,-81.623,3.7476,2.2283,15.42311,34.81923,-2.07168,991.61731,3.89845,0.99449,0,362.53946,1.37299,1.673e-10
17.9,69,46,33.259,-81.623,3.85041,2.28295,15.53322,34.51264,-1.82641,991.64154,3.89191,1.02439,0,363.50305,1.12159,1.09e-10
18.0,69,46,33.259,-81.623,3.94385,2.33179,15.62634,34.19341,-2.54459,991.6673,3.8793,1.04924,0,366.99136,1.87911,1.276e-10
17.2,70,46,33.259,-81.622,3.64015,0.9324,14.71228,36.69621,0.15338,991.51489,3.92219,0.91207,0,332.49915,0.5075,7.239e-12
17.3,70,46,33.259,-81.622,3.63908,1.13357,14.85445,36.32073,0.28731,991.52539,3.91839,0.91706,0,334.41907,0.79263,1.984e-11
17.4,70,46,33.259,-81.622,3.6778,1.39659,14.96936,36.03365,-0.28149,991.54004,3.91675,0.92487,0,344.62839,0.6283,3.338e-11
17.5,70,46,33.259,-81.622,3.70434,1.63693,15.08308,35.74239,-1.64655,991.55701,3.91407,0.94617,0,347.22229,0.79839,7.306e-11
17.6,70,46,33.259,-81.622,3.70054,1.85635,15.20533,35.41389,-1.92083,991.57416,3.90916,0.96418,0,351.59528,1.0143,1.02e-10
17.7,70,46,33.259,-81.622,3.73721,2.05039,15.32279,35.1029,-1.66765,991.59564,3.90462,0.98354,0,354.94455,1.05479,1.288e-10
17.8,70,46,33.259,-81.622,3.74072,2.23125,15.42638,34.79935,-2.19408,991.61615,3.89707,1.00635,0,362.69696,1.35192,1.476e-10
17.9,70,46,33.259,-81.622,3.83402,2.28449,15.5326,34.4998,-2.05348,991.6405,3.89031,1.03622,0,364.77103,1.15411,9.424e-11
18.0,70,46,33.259,-81.622,3.92876,2.32886,15.62455,34.18467,-2.75525,991.6665,3.87786,1.06151,0,367.08942,1.87864,1.114e-10
17.2,71,46,33.259,-81.621,3.64291,0.93211,14.71737,36.67091,-0.01967,991.51471,3.9208,0.92269,0,332.1012,0.50626,9.652e-12
17.3,71,46,33.259,-81.621,3.64527,1.13353,14.86079,36.29335,0.22116,991.52527,3.91707,0.92818,0,333.98215,0.79131,1.984e-11
17.4,71,46,33.259,-81.621,3.6823,1.39548,14.97448,36.00668,-0.37253,991.54028,3.91512,0.93586,0,344.12994,0.65469,2.024e-11
17.5,71,46,33.259,-81.621,3.71188,1.63891,15.0879,35.71662,-1.81593,991.55731,3.91248,0.95702,0,346.92084,0.80407,8.968e-11
17.6,71,46,33.259,-81.621,3.70215,1.85764,15.20952,35.38958,-2.16397,991.57483,3.90754,0.97529,0,351.57947,1.03589,8.084e-11
17.7,71,46,33.259,-81.621,3.73382,2.05232,15.32727,35.07836,-1.84345,991.59631,3.90303,0.99513,0,354.75809,1.06462,1.311e-10
17.8,71,46,33.259,-81.621,3.7364,2.23665,15.42751,34.78346,-2.37215,991.61688,3.89558,1.01763,0,362.49249,1.32683,1.276e-10
17.9,71,46,33.259,-81.621,3.81927,2.28892,15.53237,34.48512,-2.37947,991.64185,3.8886,1.04708,0,366.23126,1.19086,1.02e-10
18.0,71,46,33.259,-81.621,3.91572,2.3287,15.62234,34.17599,-3.21442,991.66791,3.87632,1.07277,0,366.91635,1.87851,1.323e-10
17.2,72,46,33.259,-81.62,3.64577,0.93405,14.72281,36.64574,-0.10306,991.51685,3.91949,0.93108,0,331.76544,0.5053,5.63e-12
17.3,72,46,33.259,-81.62,3.65176,1.13587,14.86702,36.26746,0.14955,991.52777,3.91586,0.93704,0,333.37762,0.7907,1.367e-11
17.4,72,46,33.259,-81.62,3.68661,1.3966,14.97957,35.98072,-0.34603,991.54272,3.9136,0.94469,0,343.72104,0.66928,2.225e-11
17.5,72,46,33.259,-81.62,3.71889,1.64289,15.09179,35.694,-1.82654,991.56012,3.91098,0.96568,0,346.62234,0.80296,8.58e-11
17.6,72,46,33.259,-81.62,3.70525,1.86094,15.21148,35.37127,-2.28114,991.578,3.90602,0.98432,0,351.09979,1.04757,1.111e-10
17.7,72,46,33.259,-81.62,3.73108,2.05617,15.33214,35.05355,-1.8185,991.59955,3.9015,1.00438,0,354.43365,1.05683,1.614e-10
17.8,72,46,33.259,-81.62,3.73172,2.24341,15.43086,34.76359,-2.1964,991.62042,3.89418,1.02654,0,362.81732,1.30661,1.188e-10
17.9,72,46,33.259,-81.62,3.80425,2.29462,15.5328,34.46981,-2.14915,991.64502,3.88697,1.05571,0,366.12173,1.22665,8.687e-11
18.0,72,46,33.259,-81.62,3.90322,2.33071,15.62149,34.16542,-3.15475,991.67181,3.87488,1.08186,0,366.61072,1.87459,1.114e-10
17.1,73,46,33.259,-81.619,3.65663,0.70823,14.55508,37.03684,-1.69179,991.50885,3.91796,0.92203,0,329.53345,0.7485,1.609e-12
17.2,73,46,33.259,-81.619,3.64988,0.9382,14.72721,36.62197,-0.23682,991.51483,3.91809,0.93923,0,331.38339,0.50438,9.116e-12
17.3,73,46,33.259,-81.619,3.6595,1.14111,14.87187,36.24369,0.05188,991.52582,3.91454,0.94542,0,332.94312,0.78119,1.126e-11
17.4,73,46,33.259,-81.619,3.69303,1.4008,14.98447,35.95422,-0.47159,991.54059,3.91198,0.95324,0,343.71027,0.68097,2.628e-11
17.5,73,46,33.259,-81.619,3.72812,1.65093,15.09579,35.67004,-2.0143,991.55835,3.90938,0.97411,0,346.55017,0.80196,8.405e-11
17.6,73,46,33.259,-81.619,3.71177,1.86843,15.21409,35.35029,-2.61404,991.5766,3.90437,0.99316,0,351.23184,1.05686,1.11e-10
17.7,73,46,33.259,-81.619,3.73169,2.06467,15.33505,35.03173,-2.14658,991.59839,3.89982,1.01312,0,354.8942,1.0598,1.3e-10
17.8,73,46,33.259,-81.619,3.73145,2.25605,15.4325,34.74623,-2.53052,991.61938,3.89266,1.03532,0,363.41779,1.28987,1.131e-10
17.9,73,46,33.259,-81.619,3.79404,2.30701,15.53135,34.45694,-2.57079,991.64417,3.88515,1.06399,0,365.89603,1.28101,7.394e-11
18.0,73,46,33.259,-81.619,3.89628,2.3391,15.61983,34.15496,-3.78985,991.67114,3.87328,1.09042,0,366.65146,1.85718,7.789e-11
17.0,74,46,33.259,-81.618,3.71377,0.47777,14.38381,37.46063,-2.46958,991.50061,3.91845,0.91993,0,316.78006,1.2476,2.681e-12
17.1,74,46,33.259,-81.618,3.66379,0.70913,14.55925,37.01345,-1.75655,991.50244,3.91659,0.92968,0,329.70108,0.76513,5.228e-12
17.2,74,46,33.259,-81.618,3.65482,0.94348,14.73149,36.59821,-0.2881,991.50842,3.91667,0.9467,0,331.1459,0.50346,1.314e-11
17.3,74,46,33.259,-81.618,3.66805,1.14749,14.87684,36.21946,0.0347,991.51947,3.91323,0.95301,0,332.82495,0.77222,5.63e-12
17.4,74,46,33.259,-81.618,3.70043,1.40606,14.98937,35.92741,-0.49969,991.53394,3.91034,0.96103,0,343.72427,0.69584,2.105e-11
17.5,74,46,33.259,-81.618,3.73788,1.65966,15.1001,35.64517,-2.06217,991.55212,3.90778,0.98188,0,346.63531,0.80155,6.958e-11
17.6,74,46,33.259,-81.618,3.71931,1.87652,15.21776,35.32665,-2.74625,991.57074,3.90272,1.0012,0,351.5733,1.0657,6.529e-11
17.7,74,46,33.259,-81.618,3.73291,2.07383,15.33716,35.01138,-2.29,991.59259,3.89812,1.02104,0,355.68552,1.06084,1.177e-10
17.8,74,46,33.259,-81.618,3.73219,2.26906,15.43456,34.72746,-2.65831,991.61377,3.89111,1.04342,0,363.99023,1.27472,1.016e-10
17.9,74,46,33.259,-81.618,3.78427,2.3199,15.52947,34.44448,-2.74591,991.63873,3.88329,1.07147,0,365.76868,1.34507,8.327e-11
18.0,74,46,33.259,-81.618,3.88968,2.34826,15.61858,34.14331,-4.09825,991.66602,3.87167,1.09801,0,366.85834,1.83555,7.4e-11
17.0,75,46,33.259,-81.617,3.71947,0.48074,14.38872,37.43773,-2.44184,991.49097,3.91737,0.9272,0,316.72955,1.28572,5.362e-12
17.1,75,46,33.259,-81.617,3.67136,0.71102,14.56287,36.99192,-1.71437,991.49243,3.91528,0.93636,0,329.87805,0.78019,1.287e-11
17.2,75,46,33.259,-81.617,3.66009,0.9489,14.73623,36.57401,-0.1825,991.49847,3.91534,0.95317,0,331.15857,0.5025,1.3e-11
17.3,75,46,33.259,-81.617,3.67684,1.15355,14.88282,36.19361,0.15489,991.50946,3.91201,0.9596,0,333.06918,0.77005,8.446e-12
17.4,75,46,33.259,-81.617,3.70776,1.41076,14.99432,35.90097,-0.28235,991.52399,3.90877,0.96772,0,343.51413,0.71705,3.767e-11
17.5,75,46,33.259,-81.617,3.74679,1.66657,15.10472,35.6203,-1.78457,991.54248,3.90628,0.98865,0,346.80499,0.80195,5.537e-11
17.6,75,46,33.259,-81.617,3.72599,1.88258,15.22252,35.30124,-2.43545,991.56146,3.90117,1.008,0,351.81973,1.07526,7.614e-11
17.7,75,46,33.259,-81.617,3.7328,2.08074,15.33933,34.99163,-1.92417,991.58295,3.89651,1.0279,0,356.44067,1.05193,1.215e-10
17.8,75,46,33.259,-81.617,3.73153,2.27855,15.43832,34.70529,-2.14207,991.60449,3.88962,1.05042,0,364.3295,1.25993,8.124e-11
17.9,75,46,33.259,-81.617,3.77222,2.32892,15.52823,34.43124,-2.12309,991.62946,3.88151,1.07786,0,365.86627,1.41024,6.502e-11
18.0,75,46,33.259,-81.617,3.88006,2.35421,15.61847,34.13,-3.45868,991.65747,3.87017,1.10435,0,367.08194,1.81689,4.84e-11
17.1,76,46,33.259,-81.616,3.6834,0.7127,14.56291,36.97655,-1.60877,991.44269,3.91387,0.94314,0,330.21173,0.82992,7.641e-12
17.2,76,46,33.259,-81.616,3.6714,0.95779,14.73818,36.55348,-0.07174,991.44873,3.91385,0.95971,0,331.26999,0.5014,7.909e-12
17.3,76,46,33.259,-81.616,3.69188,1.16609,14.88497,36.17428,0.35657,991.45972,3.91067,0.96641,0,333.12152,0.75952,1.408e-11
17.4,76,46,33.259,-81.616,3.72285,1.42437,14.99262,35.88705,-0.38859,991.47424,3.90702,0.9741,0,343.76282,0.76336,5.429e-11
17.5,76,46,33.259,-81.616,3.764,1.6875,15.10341,35.60582,-2.11804,991.4931,3.90456,0.99542,0,347.90958,0.80375,6.126e-11
17.6,76,46,33.259,-81.616,3.74346,1.90344,15.22071,35.28764,-2.96979,991.51251,3.8994,1.01483,0,353.9856,1.06834,8.875e-11
17.7,76,46,33.259,-81.616,3.74852,2.10524,15.33377,34.9856,-3.081,991.53436,3.89462,1.03521,0,357.58112,1.06248,8.245e-11
17.8,76,46,33.259,-81.616,3.75025,2.31121,15.43563,34.69404,-3.4332,991.55591,3.88786,1.058,0,365.0271,1.2718,5.671e-11
17.9,76,46,33.259,-81.616,3.78555,2.36492,15.52132,34.42624,-4.15303,991.58087,3.87939,1.08492,0,366.2121,1.44924,6.019e-11
18.0,76,46,33.259,-81.616,3.89533,2.38583,15.61272,34.12459,-5.65064,991.60968,3.86829,1.11142,0,367.56445,1.79622,4.384e-11
17.1,77,46,33.259,-81.615,3.69974,0.71338,14.56281,36.96073,-1.11336,991.3656,3.91248,0.94973,0,330.88083,0.87185,2.011e-12
17.2,77,46,33.259,-81.615,3.68661,0.96097,14.73754,36.53816,0.42575,991.37134,3.91235,0.96567,0,331.85184,0.50018,5.228e-12
17.3,77,46,33.259,-81.615,3.71142,1.16979,14.88436,36.16021,0.83433,991.38232,3.9093,0.97281,0,333.67767,0.74705,1.917e-11
17.4,77,46,33.259,-81.615,3.74019,1.42592,14.99232,35.86886,0.23784,991.39709,3.90527,0.97999,0,344.64496,0.82013,6.529e-11
17.5,77,46,33.259,-81.615,3.78185,1.68992,15.10195,35.59097,-1.43219,991.41638,3.90286,1.00152,0,348.70764,0.80062,8.687e-11
17.6,77,46,33.259,-81.615,3.76019,1.90411,15.21603,35.27963,-2.30439,991.43561,3.89763,1.02124,0,355.40073,1.07379,1.169e-10
17.7,77,46,33.259,-81.615,3.76062,2.10606,15.32794,34.97911,-2.26273,991.45789,3.89272,1.0418,0,358.04706,1.05427,7.521e-11
17.8,77,46,33.259,-81.615,3.76361,2.31255,15.43111,34.68581,-2.35136,991.47937,3.88609,1.06469,0,365.81339,1.24283,5.563e-11
17.9,77,46,33.259,-81.615,3.78986,2.36695,15.51661,34.41534,-2.83294,991.50464,3.87728,1.09104,0,366.86557,1.47553,3.486e-11
18.0,77,46,33.259,-81.615,3.90092,2.38765,15.60808,34.11604,-4.15133,991.53394,3.86645,1.11753,0,368.16022,1.77511,3.378e-11
17.8,58,47,33.26,-81.634,3.9923,2.25695,15.38892,35.02679,6.36268,991.61011,3.91298,0.78517,0,359.56216,1.37867,3.217e-12
17.8,59,47,33.26,-81.633,3.96475,2.25577,15.39319,35.00663,4.50977,991.6098,3.91182,0.80373,0,356.06403,1.38246,7.239e-12
17.9,59,47,33.26,-81.633,4.10171,2.33895,15.51061,34.68113,4.28606,991.63379,3.90518,0.826,0,358.87686,1.15647,3.62e-12
18.0,59,47,33.26,-81.633,4.18923,2.43798,15.61728,34.32335,3.84613,991.6568,3.8918,0.84574,0,364.71222,1.94535,4.558e-12
17.7,60,47,33.26,-81.632,3.87546,2.10111,15.27214,35.34711,2.64227,991.59082,3.91881,0.80506,0,353.89279,1.01689,7.641e-12
17.8,60,47,33.26,-81.632,3.93671,2.25502,15.39957,34.98231,3.08332,991.60944,3.91074,0.8238,0,354.79877,1.38316,2.494e-11
17.9,60,47,33.26,-81.632,4.07556,2.33611,15.51324,34.6659,2.79548,991.63348,3.90413,0.84627,0,357.15173,1.14037,8.58e-12
18.0,60,47,33.26,-81.632,4.16222,2.43142,15.61833,34.3118,2.31052,991.65643,3.89075,0.86662,0,363.53549,1.92206,1.649e-11
17.6,61,47,33.26,-81.631,3.77682,1.89961,15.16912,35.62334,1.61756,991.5722,3.92298,0.81511,0,349.28979,0.85101,2.681e-12
17.7,61,47,33.26,-81.631,3.85222,2.09739,15.27953,35.3191,1.43254,991.59161,3.91759,0.82656,0,354.01263,1.00913,1.14e-11
17.8,61,47,33.26,-81.631,3.9065,2.25479,15.4023,34.96503,1.7841,991.60986,3.9095,0.8462,0,354.61185,1.3839,3.713e-11
17.9,61,47,33.26,-81.631,4.0458,2.33361,15.51868,34.64352,1.57985,991.63428,3.903,0.86939,0,357.05814,1.13801,1.193e-11
18.0,61,47,33.26,-81.631,4.13174,2.42463,15.62219,34.29337,1.09966,991.65747,3.88964,0.89063,0,362.05627,1.90873,2.359e-11
17.6,62,47,33.26,-81.63,3.75635,1.89642,15.17461,35.5981,0.5774,991.57391,3.9216,0.83594,0,349.91333,0.85365,5.362e-12
17.7,62,47,33.26,-81.63,3.8297,2.09378,15.28715,35.29002,0.44696,991.59357,3.91631,0.84849,0,354.08444,1.01064,1.904e-11
17.8,62,47,33.26,-81.63,3.8768,2.25479,15.40576,34.94592,0.72728,991.61169,3.90823,0.86897,0,355.20953,1.38402,3.553e-11
17.9,62,47,33.26,-81.63,4.01587,2.33141,15.52322,34.62268,0.56975,991.63635,3.9018,0.89325,0,357.17749,1.12769,5.778e-11
18.0,62,47,33.26,-81.63,4.10118,2.41791,15.62529,34.27638,0.05881,991.65967,3.88849,0.91527,0,361.82141,1.90755,5.51e-11
17.5,63,47,33.26,-81.629,3.68261,1.65876,15.06083,35.89182,0.24068,991.56116,3.9247,0.84037,0,345.90305,0.76278,5.63e-12
17.6,63,47,33.26,-81.629,3.73746,1.89321,15.18072,35.57128,-0.2814,991.57721,3.9202,0.85622,0,350.79507,0.87062,4.022e-12
17.7,63,47,33.26,-81.629,3.80857,2.09009,15.29419,35.26213,-0.32917,991.59692,3.91502,0.86978,0,353.93079,1.02197,2.949e-11
17.8,63,47,33.26,-81.629,3.84864,2.25478,15.41082,34.92336,-0.09159,991.6153,3.90698,0.89111,0,356.28149,1.38342,4.062e-11
17.9,63,47,33.26,-81.629,3.98694,2.3293,15.52651,34.60442,-0.24486,991.63995,3.90056,0.91672,0,357.2243,1.10995,8.245e-11
18.0,63,47,33.26,-81.629,4.07167,2.41125,15.62762,34.26104,-0.81787,991.66339,3.88732,0.93934,0,362.84128,1.91775,7.507e-11
17.4,64,47,33.26,-81.628,3.66312,1.41678,14.94861,36.16837,0.6624,991.55157,3.92601,0.83957,0,343.88123,0.52548,1.609e-12
17.5,64,47,33.26,-81.628,3.67496,1.65526,15.06806,35.86354,-0.46629,991.56622,3.92343,0.85874,0,346.22333,0.75753,5.631e-12
17.6,64,47,33.26,-81.628,3.72182,1.88976,15.18763,35.54325,-0.8386,991.58282,3.91886,0.87495,0,350.69037,0.88124,2.279e-11
17.7,64,47,33.26,-81.628,3.78986,2.08626,15.30212,35.23314,-0.87485,991.60272,3.9138,0.88889,0,353.96405,1.03533,4.424e-11
17.8,64,47,33.26,-81.628,3.82341,2.25449,15.41554,34.90203,-0.7424,991.62109,3.90577,0.91099,0,357.26248,1.38242,8.352e-11
17.9,64,47,33.26,-81.628,3.96002,2.32684,15.53089,34.58413,-0.77394,991.64575,3.89936,0.93787,0,357.77896,1.1073,9.693e-11
18.0,64,47,33.26,-81.628,4.04424,2.40449,15.63244,34.24045,-1.34659,991.66962,3.88617,0.96112,0,363.73193,1.9359,1.099e-10
17.4,65,47,33.26,-81.627,3.65669,1.41144,14.9557,36.13822,0.23794,991.55908,3.92453,0.8577,0,344.5162,0.52505,1.609e-12
17.5,65,47,33.26,-81.627,3.66963,1.65106,15.07498,35.83481,-0.95473,991.57397,3.92203,0.87715,0,346.4545,0.75386,5.362e-12
17.6,65,47,33.26,-81.627,3.7077,1.88511,15.19471,35.51396,-1.27123,991.59064,3.91742,0.89375,0,350.69232,0.87584,3.713e-11
17.7,65,47,33.26,-81.627,3.77195,2.08152,15.30967,35.20421,-1.27079,991.6106,3.91248,0.90832,0,354.48117,1.03596,6.85e-11
17.8,65,47,33.26,-81.627,3.79961,2.25358,15.42116,34.87764,-1.26948,991.62939,3.90445,0.93119,0,357.82364,1.38166,1.094e-10
17.9,65,47,33.26,-81.627,3.93236,2.32334,15.5358,34.56149,-1.23861,991.65399,3.89802,0.95883,0,358.62262,1.11329,9.679e-11
18.0,65,47,33.26,-81.627,4.01652,2.39675,15.63709,34.21936,-1.88721,991.67828,3.88493,0.98262,0,364.84937,1.92587,1.207e-10
17.3,66,47,33.26,-81.626,3.62003,1.13841,14.84892,36.3829,0.48786,991.55371,3.92356,0.8675,0,334.1416,0.79618,5.362e-12
17.5,66,47,33.26,-81.626,3.6664,1.64675,15.08189,35.80634,-1.28497,991.58368,3.92065,0.89397,0,346.86688,0.75047,1.555e-11
17.6,66,47,33.26,-81.626,3.6962,1.88015,15.20204,35.48439,-1.59393,991.60034,3.91601,0.91095,0,350.88184,0.87251,2.48e-11
17.7,66,47,33.26,-81.626,3.75648,2.07649,15.31708,35.17552,-1.5085,991.62036,3.91114,0.92627,0,355.06619,1.03618,8.352e-11
17.8,66,47,33.26,-81.626,3.77922,2.25223,15.42671,34.85374,-1.64441,991.63947,3.90316,0.94969,0,358.50867,1.38092,1.481e-10
17.9,66,47,33.26,-81.626,3.90656,2.31941,15.54094,34.53843,-1.52757,991.66412,3.89669,0.97796,0,359.60907,1.12649,1.414e-10
18.0,66,47,33.26,-81.626,3.99062,2.38882,15.64219,34.19758,-2.19355,991.68848,3.88371,1.00209,0,365.82104,1.90432,8.982e-11
17.3,67,47,33.26,-81.625,3.61849,1.13265,14.85588,36.35532,0.29275,991.56293,3.92234,0.88247,0,334.31418,0.79504,2.681e-12
17.4,67,47,33.26,-81.625,3.64902,1.39981,14.97148,36.07513,-0.15321,991.57751,3.92167,0.88927,0,345.54285,0.53119,1.019e-11
17.5,67,47,33.26,-81.625,3.66522,1.64258,15.08892,35.77796,-1.48676,991.59351,3.91932,0.90921,0,347.44458,0.74597,1.019e-11
17.6,67,47,33.26,-81.625,3.68743,1.87521,15.20957,35.45473,-1.81298,991.61017,3.91462,0.9265,0,351.24719,0.87627,5.362e-11
17.7,67,47,33.26,-81.625,3.74368,2.07149,15.32422,35.14737,-1.62716,991.63025,3.90979,0.94259,0,355.60184,1.0391,8.379e-11
17.8,67,47,33.26,-81.625,3.76238,2.2507,15.43183,34.83118,-1.89308,991.64966,3.90189,0.96633,0,359.49881,1.381,1.693e-10
17.9,67,47,33.26,-81.625,3.88313,2.31545,15.54607,34.5155,-1.65185,991.67426,3.89536,0.99524,0,360.71262,1.14383,1.792e-10
18.0,67,47,33.26,-81.625,3.967,2.38107,15.64712,34.17652,-2.27889,991.69867,3.88252,1.01955,0,366.52509,1.88076,1.038e-10
17.3,68,47,33.26,-81.624,3.62129,1.12705,14.86099,36.33078,0.2321,991.56281,3.92101,0.89708,0,334.87662,0.79097,5.362e-12
17.4,68,47,33.26,-81.624,3.65063,1.39409,14.97722,36.04742,-0.2143,991.5769,3.92012,0.90417,0,345.36401,0.54843,6.435e-12
17.5,68,47,33.26,-81.624,3.66904,1.63908,15.09632,35.74703,-1.45282,991.5929,3.91782,0.92435,0,347.70563,0.73244,1.3e-11
17.6,68,47,33.26,-81.624,3.68321,1.87065,15.21706,35.42387,-1.7983,991.60986,3.91313,0.9417,0,351.7681,0.89034,7.722e-11
17.7,68,47,33.26,-81.624,3.73509,2.06747,15.32938,35.12203,-1.74815,991.63037,3.9083,0.95826,0,356.15359,1.04206,1.085e-10
17.8,68,47,33.26,-81.624,3.75058,2.24986,15.43577,34.80972,-2.08182,991.65033,3.90048,0.98194,0,361.22198,1.389,1.602e-10
17.9,68,47,33.26,-81.624,3.86293,2.3127,15.55051,34.49228,-1.70939,991.67438,3.89387,1.01156,0,362.24197,1.15348,1.568e-10
18.0,68,47,33.26,-81.624,3.94731,2.3744,15.64607,34.16697,-2.4792,991.69983,3.88116,1.03621,0,366.60489,1.8794,1.27e-10
17.4,69,47,33.26,-81.623,3.65412,1.39006,14.98296,36.02014,-0.1322,991.56702,3.91866,0.91662,0,345.12799,0.56892,8.446e-12
17.5,69,47,33.26,-81.623,3.67536,1.63747,15.10017,35.72471,-1.43072,991.58344,3.9164,0.93696,0,347.78754,0.73045,3.338e-11
17.6,69,47,33.26,-81.623,3.68234,1.86799,15.22099,35.40133,-1.74338,991.6004,3.91168,0.95448,0,352.09842,0.92203,6.435e-11
17.7,69,47,33.26,-81.623,3.72994,2.06546,15.33312,35.10031,-1.68137,991.62122,3.90687,0.97163,0,356.2608,1.04363,1.003e-10
17.8,69,47,33.26,-81.623,3.74279,2.25059,15.43917,34.78992,-2.07399,991.64166,3.89916,0.99482,0,362.41379,1.38279,1.563e-10
17.9,69,47,33.26,-81.623,3.84637,2.31213,15.55049,34.47871,-1.6867,991.66583,3.89237,1.02494,0,363.15045,1.18328,1.59e-10
18.0,69,47,33.26,-81.623,3.93101,2.36988,15.64373,34.16021,-2.42877,991.69147,3.87983,1.04996,0,367.0101,1.87919,1.574e-10
17.4,70,47,33.26,-81.622,3.65902,1.3875,14.98802,35.99402,-0.06945,991.55621,3.91716,0.92811,0,344.76834,0.59767,2.869e-11
17.5,70,47,33.26,-81.622,3.68337,1.63778,15.10365,35.70285,-1.42951,991.573,3.91494,0.94849,0,347.66446,0.73349,3.821e-11
17.6,70,47,33.26,-81.622,3.6838,1.86726,15.22379,35.38091,-1.74618,991.58997,3.91018,0.96626,0,352.02792,0.96373,1.058e-10
17.7,70,47,33.26,-81.622,3.72678,2.06546,15.33613,35.07975,-1.64161,991.61121,3.90539,0.98402,0,355.95984,1.05052,8.486e-11
17.8,70,47,33.26,-81.622,3.73777,2.25334,15.44126,34.77266,-2.06695,991.63165,3.8978,1.00673,0,362.95953,1.36765,1.381e-10
17.9,70,47,33.26,-81.622,3.83208,2.31412,15.54936,34.46702,-1.76595,991.65619,3.89081,1.03705,0,364.20273,1.21426,1.255e-10
18.0,70,47,33.26,-81.622,3.91714,2.36779,15.64093,34.15382,-2.49517,991.68195,3.87844,1.06251,0,367.16638,1.87932,1.652e-10
17.2,71,47,33.26,-81.621,3.65122,0.92637,14.73305,36.63238,-0.27466,991.52307,3.92067,0.92693,0,332.36371,0.4994,3.217e-12
17.3,71,47,33.26,-81.621,3.6421,1.12188,14.87821,36.25426,0.27048,991.53314,3.91728,0.93209,0,333.81335,0.77679,1.609e-12
17.4,71,47,33.26,-81.621,3.66531,1.38676,14.99201,35.96968,-0.08189,991.54773,3.91556,0.93882,0,344.25323,0.63592,3.392e-11
17.5,71,47,33.26,-81.621,3.69295,1.64055,15.10756,35.67931,-1.45324,991.5647,3.91339,0.95908,0,347.29703,0.73988,3.955e-11
17.6,71,47,33.26,-81.621,3.68765,1.86899,15.22595,35.36123,-1.84842,991.58179,3.90858,0.97721,0,351.45465,1.01071,1.039e-10
17.7,71,47,33.26,-81.621,3.72541,2.06797,15.33867,35.05949,-1.69591,991.60345,3.90382,0.99551,0,355.25079,1.06422,8.258e-11
17.8,71,47,33.26,-81.621,3.73541,2.25875,15.44154,34.75875,-2.10631,991.62347,3.89635,1.01795,0,362.73663,1.34383,1.148e-10
17.9,71,47,33.26,-81.621,3.81987,2.31934,15.54804,34.45498,-1.98421,991.64844,3.88915,1.04809,0,365.56119,1.2396,1.243e-10
18.0,71,47,33.26,-81.621,3.90572,2.36887,15.63803,34.14681,-2.78909,991.6745,3.87695,1.07408,0,366.82111,1.87898,1.266e-10
17.2,72,47,33.26,-81.62,3.65587,0.92909,14.73697,36.61079,-0.34695,991.51721,3.9194,0.93492,0,331.93094,0.49962,3.217e-12
